rating;review
1;potongan nya gede bgt klo mau tf😞😭 biasanya cuma seribu
1;jaringan bagus tapi gabisa masuk apk mybca
1;masa tf untuk pemindahan uang hilang 50k udah di cek di mutasi ga ada riwayat transaksi
1;Verifikasi muka susah! gara2 saya pindah device Mybca saya terblokir, diarahkan untuk Video call sama CS malah terkendala terjadi kesalahan, bener2 sampah vermuk doang susah!!!!!
1;aplikasi tolol ribet
1;aplikasi bapuk sering eror
1;setiap pengajuan paylater di tolak sy pake bca sdh 6 thn
1;"butut, 1 bulan lebih kartu ATM ga nyampe"". udah 5x buat laporan tetap ga nyampe"
1;ini masa kode negara+62 tidak ada gimana yaa
1;gajelas bgt monyet , verifikasi wajah susah nya minta ampun , di suruh di tempat terang , udh terang masih aja ga bisa
1;dongo meni hese veriv benget ge
1;aplikasi nya kurang baik..tiap transaksi gagal trus sinyal juga baik gak pakai WiFi
1;Saya sudah sering ketemu sama CS yang agak tidak senang sama saya. Tolong diperbaiki kinerja Anda. Saya meminta tolong, masa apa-apa pergi ke kantor cabang terus? Apa gunanya ada aplikasi MyBCA jika dialihkan ke kantor cabang terus, kemudian suaranya juga tidak begitu jelas, berat dan seperti putus-putus. Semoga ini jadi terakhir kali saya mengalami kejadian buruk seperti ini. Tolong evaluasi dari BCA.
1;Tidak bisa verifikasi wajah,gagal terus
1;aplikasinya knp tidak muncul fitur pengaturan aneh HP yang lain muncul fitur pengaturan,, fungsi pengaturan di aplikasi apa aja wajib garis bawahi ya wajib, tp di MyBCA kn tidak ada
1;setiap maintance tidak pernah ada informasi pemberitahuan dan itu sangat mengganggu
1;"ga bisa login kenapa😭😭 "" terjadi kesalahan """
1;sering tiba2 ga bisa login, something went wrong, face id tiba2 ga bisa dan harus masukin password dan parahnya juga dah dimasukin password tetep something went wrong
1;abis di perbarui ngisi flazz jadi gabisa. benerin lah woi bca taik, bikin susah aja
1;ada beberapa transaksi yang tidak diinformasikan kepada pengguna
1;verifikasi wajah gagal terus, udah nyoba bekali kali
1;tidak membantu sama sekali
1;masak iya mau pilih negara untuk masukin nomor tapi gada negara indonesiaa ,yang bener ajaaaa
1;apa coba tiba tiba ngga bisa login, pas sudah mau login disuruh masukin nomor hp, udah dimasukin malah diblokir katanya tapi boleh menggunakan nomor lain, pas di cek ternyata kode nomor indonesia malah ngga ada, diminta menghubungi halo bca, ngga jelas tau ngga sih ngapain coba pake ngga bisa nomor indonesia aneh tau ngga sih, pake acara diblokir pula, jadinya uang yg ada di saldo ngga bisa ditarik, nyesel rasanya nyimpan di bank bca ini
1;1500888 gak ada gunanya ya gak bisa dihubungi gak jelas pelayanan nya tolong di perbaiki
1;ketika transfer ke rekening lain, malah tidak masuk dan saldo tidak kembali
1;jaringan normal tapi terjadi kesalahan terus, mantap BCA. lanjutkan
1;semenjak update my bca jadi sering banget deh delay setiap mau Log in masuk, padahal jaringan normal full malahan, TF uang lewat qris ataupun TF ke manapun, ini delay loh, jadi saya harus paksa keluar aplikasi baru masuk lagi, begitu terus caranya di ulang supaya bisa log in , saya takutnya uang yang udah saya TF jadi gak kebaca di sistem , tadi saya abis QRIS informasi nya masuk setelah saya ulang , udah lah tolong perbaiki, kalo tidak saya gak pakai lagi aplikasi ini, saya pindah Bank Lain
1;apk nya berat bgt, kadang bisa kadang gak. Bikin kesel, pas mau bayar pake qris suka gak bisa, padahal jaringan ok, buka apk lain lancar, giliran buka my BCA lemooootnyaaaa, loading trs. Update rutin, tapi apk lemooooot.
1;bagus
1;HAL PALING TOLOL YANG SAYA LAKUKAN ADALAH INSTALL APLIKASI MY BCA. ribet banget, ngga guna.
1;mulai kemrn verifikasi wajah tidak bisa,video call pun juga tidak bisa
1;dipake qris gagal mulu setan
1;apalah udah berkali kali tapi tetep gabisa aplikasi jelek
1;aplikasi tolol mau scan muka aja ribet banget gagal Mulu
1;enakan pake mandiri bca banyak gangguan nya
1;aplikasi nya jelekkkkkk banget masa saya transfer ke bank ini uangnya gak masuk-masuk sih sudah 2× transfer tapi gak ada yang masuk uangnya nunggu sampai belumutan juga tetap gak ada uang yang masuk.sayang dong uangnya
1;kesel banget tiba tiba ada laporan penggatian no tlp , ke atas nama orang lain . padahal tidak pernah merubah apapaun, sama sekali tidak aman !!
1;potongan potongan saldo kecil sering tidak ada di history. dalam 1 tahun jika di kalkulasi mungkin kisaran ratusan ribu. saldo bca aku sengaja aku kosongkan ketika dapat transferan. krena saldo kecil suka hilang.
1;aplikasi ngelag , mau login susah . kalo mau scan qris sering gagal , mesti di coba berkali kali. Bikin lama antrian aja , bikin malu saya kalo bayar di kasir. tolong di perbaiki.
1;sering ngadat apa lagi pake qr kadang mentench teruss saldo ke potong tapi nggak ke kirim² ke tujuan, tolongdong di perbaiki punya saya sampe sekarang saldo nya tidak di kembalikan katanya 20 hari kerja sampe sekarang belum
1;Ini kode negara Indonesia (+62) gaada gmn mau masuk nya developer dungu
1;kenapa yaa selalu di bawah jam 22.00 slalu troble. buat tf , bayar qris pun susah .
1;transaksi qris SDH 2 kali gagal saldo terpotong dan tidak kembali ke rekening...lapor ke BCA nunggu sebulan ..sdhbdtunggu dibalng transaksi berhasil..TPI nyatanya duit hilang merchant ngk terima
1;makin busuk aplikasi nya, transaksi gagal trs. Opppss
1;setiap bulan asik di suruh update aja trus nie aplikasi My BCA
1;aplikasi jelek katanya
1;setiap transaksi mesti 3-4 kali baru bisa jaringan oke tapi tiba2 gagal mulu
1;VERIFIKASI MUKA SUSAH BGT SAMPE BERKALI-KALI, DAN BERUJUNG DISURUH VC AJA SAMA CS, TRUS CONNECT VC KE CS LAMA BGT!!!!!!!!
1;update 2026. ganti device gagal verifikasi wajah. telpon halo bca solusinya suruh dtg ke cabang bca. kejadian hari sabtu hrs nunggu sampe senin. bikin repot.
1;KENAPA KODE NEGARA INDONESIA TIDAK ADA , BAGAIMANA BISA LOGIN?
1;sistem suka eror ketika ingin masuk ke apk
1;Nomor saya ke blokir
1;knp sekarang sering susah trx ny ya
1;jaringan tidak optimal
1;"Gak bisa masuk, selalu ""Something wrong"" setelah input kode OTP, aku coba di Samsung dan Iqoo"
1;ini kenapa ya pas saya reset pasword waktu masukkan pin gak bisa, sudah telp halo BCA juga sudah direset
1;jelek banget lemot buat bayar sinyal susah, sekelas BCA masa aplikasinya kaya begini
1;sudah berhasil daftar terakhir verifikasi muka please turn off the developer mode aplikasi tidak jelas
1;mau daftar force close terus
1;"berapa minggu ini fitur qris selalu ""oops something went wrong"" sinyal sdh bagus. ap sdh di update. tapi tetep gabisa. please fix it. kita mau bayar jadi takut mau pake bca."
1;apk gaje pin bener malah salah terus, jadi repot harus ngurus di halo BCA, sinyal aman ga bisa transaksi
1;sering force close,susah mau buka aneh.lebih baik mbanking dr pd my bca
1;saya lup password tolong bantu saya
1;ga bisa buka apk, suruh hubungi hallo bca 1500888 kalo ga salah no nya, tapi tidak memecahkan masalah sama sekali, cs nya nanya2in id nya apa tapi gk bisa mecahin Maslah juga, kecewa banget, ga login apk
1;ganti hp mau verificasi wajah aja gagal terus, padahal id sama password nya bener tapi verifikasi nya malah gagal
1;mau buat BCA ID forclose terus pas masukin email
1;"ribet mau mindah mbangking ke hp 1nya harus vidio call sma csnya dlu ribet"""
1;SAMPAH MAU MASUKIN PASSWORD KEGESER MULU, APLIKASI BANYAK BUG DAN CACAT!!!!
1;susah amat verivikasi muka nya jir ga bisa bisa
1;udah buka tabungan BCA dan akun sudah teregitrasi sesuai email masuk, namun saat login, selalu minta registrasi lagi. jadi apalah aplikasi ini sangat menyusahkan pelanggan yg ingin transaksi online. tidak ada solusi dan peningkatan hingga saat ini
1;aplikasi tolol
1;Aplikasi Bank paling manja di Indonesia peringkat 1, Sinyal jelek dikit gak bisa transfer, terima kasih
1;payah udah verifikasi semua malah gak bisa gak bermutu kalah sama bank yg lainnn ....
1;gimna sih ini CS, di cabang gw ngisi nama ibu kandung udah benar masa katanya ga sesuai padahal udah seseuai kartu keluarga. mau aktifin my bca ribet banget di suruh ke cabang mana jauh lagi , udah ke cabang barusan, ke aplikasi login vdeo call lagi , di video call di suruh ke cabang lagi gimana sih!!! ga profesional banget, KO BISA? sumpah BCA doang yang broken mulu mana kartu ketelan 3x , terus error mulu, sekarang mau aktifin mbanking di suruh ke cabang bolak balik terus!!
1;Tolong dong min, ini kenapa ya waktu mau login gabisa trs. udah masukin id, sama pw. pas minta no hp isi kode negara masa gada negara indonesia si. ini udah bbrp hp aku coba
1;Customer Service buruk
1;kirim saldo dari ewallet keterangan ada tapi Kenapa nominal uang nya gak ada ya kemana uang nya ???? sampai sekarang uang nya gak ada dari tanggal 2 sekarang udah tanggal 9 jir ah malas pake nya mening patahhin aja gak gimana kartu ATM nya sama tabungan nya gak amanah gimana kolo saya nanti TF uang besar gak ada gak aman jir
1;apasih. baru mau daftar id, kluar sndri ga jelas
1;cs nya judes banget tolong diperbaiki
1;mau nyedot pulsa berapa banyak lagi??? pindah hp aja di persulit, udah hubungi cs tetep aja ke blokir lagi gara2 sms otp nya yang telat masuk padahal sinyal kenceng. gini perlakuan bank yang katanya no 1???
1;pelayanan bank BCA di daerah Plered sangat buruk
1;harus elit mulu jaringan nya🗿🗿🗿🗿
1;kenapa pas saya log in malah gabisa? nomer saya gabisa verifikasi dan di block? mau pake nomer lain tapi malah saya cari kode negara konoha (+62) ga ada?
1;jelek gak bisa daftar selalu keluar
1;aplikasi susah dibuka
1;Ternyata ga cuma aku doang yang mengalaminya. Benar banget, Verifikasi wajah susah banget. Udah coba 3x lebih tetap aja gagal. Udah ikutin gerakannya, Pencahayaan juga udah maksimal, sampe udh coba ganti baju masih aja tetap gagal.
1;saldo tiba² hilang 450,giliran ke kantor cabang jauh jauh gabisa di kembaliin,alhasil diikhlasin mana mau lebaran wkwk
1;sudah mendaftar berulang kali selalu gagal difoto diri dan KTP
1;woylahh gimana ini, setelah di update malah suru daftar ulang..tapi pas masukin nomor telpon gaada kode negara Indonesia nya.ahh elahhh
1;stak di verivikasi wajah doang
1;GILA LEMOT PARAH
1;setiap jam 00.01 - 01.00 selalu eror. aplikasi tidak bisa digunakan, lemot sekali
1;sering eror dan menghambat, tolong lah di update yang bener
1;proses login susah terutama di vermuk gak ramah buat yg min karna gak ada paduan suara juga gak akurat padahal kita udh buka mulut lebar sekelas BCA msh kaya gini
1;ini aplikasi ga bisa dipake, mau daftar bca id pas masuk halaman pendaftaran langsung balik lagi ke halaman utama.
1;setiap ada tf masuk kena potongan 10k,ga tau kenapa,cek di riwayat mutasi juga ga ada.trus kalo potongan bulanan admin sudah terpotong waktu itu,masa iya potongan admin bulan 2x dalam 1 bulan
1;"pas sesi foto diri tidak bisa, jaringan bagus. sudah di update juga. padahal lagi perlu"" nya pakai mbanking"
1;qris mu bermasalah, orang mau bayar jd gagal, sya mesti harus tf ke dana, baru bisa qris, gimana sih ini yg bikin aplikasi
1;aplikasi ini gangguan mulu
1;kak kenapa id bca tiba tiba terblokir, cara ngembaliinnya gimana mana tadinya mau buat qris bayar blanja malah tiba tiba id terblokir malu maluin
1;perbaiki lagi aplikasinya....sering ngelag
1;mau register aja susah kluar mulu aneh aplikasi
1;saldo saya hilang katanya ada di alto network pt bca tapi gimana cara cek nya dan cairin saldonya apa bisa di cairin?
1;update udah 100%... memory pun masih sisa banyak... kenapa susah bgt di update yah.... sudah berulangkali di update gagal lagi...
1;kenapa buat nomer hp buat Indonesia ga ada negaranya? udah 2x komplen begini ga ada perubahan
1;porclose itself
1;saya pengguna baru dan ada yang transfer ke saya untuk pertama kali nya tp saldonya tidak masuk.. apakah ada solusi untuk maslah ini.. kalau pun harus mengendap kenapa tidak ada pemberitahuan terlebih dahulu pas sewaktu interview via vc oleh admin nya..
1;layanan bagus untuk mengaktifkannya ribet
1;Ke Blokir, sudah hubungi halobca, reset password tapi selalu verifikasi gagal pastikan sms terkirim ke 69888, sudah di coba berkali kali, pulsa juga ada dan masih aktif kartu prabayarnya. Pulsa di sim ada, paket juga dari sim dan tidak pakai wifi, sudah di coba berulang kali masih gagal. Sudah dicoba berkali kali masih gagal... Ya sudah lah uninstal aja... Sudah Diikuti Yang Dianjurkan tapi masih gagal. sudah ke cabang dan pihak cabang juga gagal 🤣🤣🤣🤣 Seperti nya Team IT BCA Tidak Lihat Bug
1;Mybca pas di update bukan memperbaiki kesalahannya. malah bug sering keluar keluar
1;aneh keluar sendiri terus
1;saya isi paket data dari menu di my bca, saldo terpotong tapi kuota tidak kunjung masuk, dimutasi juga sudah tercatat, kuota tidak masuk, mohon bantuannya admin
1;saya udah isi pulsa, slado juga sudah berkurang, tapi malah pending
1;lemot banget anjir
1;katanya pendaftran gratis. sekali ini saldo. kenapa langsung ilang 50 Rbu. jelaskan k mana.
1;proses verifikasi wajahnya gagal terus dan udah vc kata csnya udah bisa pas login tapi tetap ga bisa tolong di perbaiki ya
1;bank paling ribet harus vc teruss anehh
1;please turn off the developer mode apaa sih ini pen vermuk aja susah amat
1;bulak balik dibenerin gak bisa bisa ke kantor cabang pun gak bisa mengatasi kendalanya, nelpon halo BCA jg sama
1;customer service ga kerja
1;cara munculin kode negara indonesia gmna. udh di gnti bendera y indonesia tp kode nya kagak ada mau msukin no hp susah.
1;niatnya bagus verifikasi wajah, di perketat. supaya akun ga mudah di bobok/hack. tapi yg ada malah mempersulit, setiap kali hp di reset ulang(ke setelah pabrik) perlu verifikasi wajah
1;selama ini aplikasi lumayan bagus,tapi akhir2 ini malah id BCA keblokir. baru juga di benerin 2 bulan yg lalu. saat mau di pakai aplikasi nya malah id BCA yg keblokir!. trus sama petugas security malah di arahin ke halo BCA?. padahal sebelumnya sama petugasnya di suruh download my BCA. sekarang jadi bingung sendiri
1;ribet bgt kgk acc acc
1;selalu leeg
1;ntah kenapa uangku yang masuk dari gajih setiap bulan kepotong 50 ribu
1;update tiap hari ngeloading trs pdhl jaringan aman 🤦🏻
1;aplikasi aneh, rekening saya terblokir mau reset pasword dipersulit sama kode otp
1;kakean update aplikasi( kebanyakan update aplikasi) ramasok ( ga masuk akal)
1;sering gagal, lama2 jadi jengkel
1;keluar dari akun tiba', udah gitu mau masuk harus ada pulsa 👎
1;apk gajelas
1;buruk bgtttttt. bca id saya berkali2 terblokir sendiri. boros pulsa untuk kode otp. tolong dong solusinya.
1;Baru di update malah gk bisa transaksi ..
1;sering gangguan. sehari 2 kali gangguan terus
1;aneh, aplikasi nya force close setiap mau buat BCA ID update: setelah ada updatean, aplikasi tetap sering force close, tolong diperbaiki, supaya bisa digunakan seluruh hp
1;uang masuk rekening selalu berkurang bnyk
1;lu kalo ngasih otp yg bener dongo, delay lama bgt ampe expired baru dikirim. Ngabisin pulsa doang jing
1;akun tiba² ke blokir padahal login pake biometric bukan pake password manual gimana sih ga jelas banget aplikasinya
1;layanannya buruk, saya minta tolong agar asuransi nga auto debit malah di suruh blokir kartu credit, bagusin dong pelayanan anda!!!!
1;halo BCA, saya mau tanya bagaimana cara memindahkan saldo dari rekening lama yg telah di blokir ke rekening baru
1;bikin voice command dong untuk verifikasi wajah, jangan cuma tulisan kecil di bawah layar, yang pakai kacamata suruh lepas kacamata tapi dikasih instruksi hadap kanan/kiri kecil banget, mana bisa kebaca bagi orang yang rabun jauh harus pakai kacamata baru bisa baca. Jadinya gagal verifikasi terus.
1;gak guna gak bisa di pake kocak
1;tiap mau buka selalu di suruh update terus
1;kebanyakan update gak jelas,
1;payah mau buka aplikasi kamera ga bisa bisa
1;tidak bisa pindah dari bca mobile ke mybca keterangannya nomor hp sudah dipakai padahal mau pindah dengan nomor hp dan no rekening sudah ada
1;bukannya memberikan pelayanan terbaik,ini akun lama saya telah terblokir dan masuk akun sudah mengalami koneksi eror,apa yang bisa diperbaiki?
1;transferan yg masuk pending terus. beruntung rekening utama bukan pake bca. serem euy klo gaji telat masuk wkwkwk
1;my bca id saya terblokir setelah saya hubungi admin di suruh riset pasword terus setelah itu saat memasuk kan kode otp tidak valid sampek berkali² trus bahkan pilsa saya tetep berkurang terus gara² saya ulang² kirim kode otp tetep aja tidak valid
1;ini kenapa sih mybca updatenya sering bgt. bikin penuh memori tau gak sih. bisa gak updatenya jangan keseringan. repot kita sebagai nasabah
1;"mau masuk ke akun saat scan wajah ada peringatan ""must use real device"" padahal sebelumnya lancar. wahh parah"
1;Terlalu susah verifikasi wajah sampe ngulang berkali kali. Pada ujungnya suruh vc cs. Dan via vc pun harus nunggu pagi. Bayangin aja kalau transaksi tekendala di malam hari. Terpaksa harus pinjam temen untuk isi gopay. Untung saja bukan transaksi besar. Seperti jual beli. Cuman makan di warkop.
1;login aplikasi ini verifikasi muka harus wajib lapor ke cs atau bagaimana sih. seringkali login padahal sudah sukses melalui Id dan password id, ditambah pengenalan wajah seringkali gagal atau memang di gagalkan supaya apa sih .... saya menggunakan e-walet pakai wajah saya aman aman sajah tuh, giliran pakai rek ini susahnya minta ampun
1;kenapa di hp Oppo Reno 15 5g aplikasi nya selalu keluar mau daftar saja tidak bisa
1;aplikasi BAPUK. selalu keluar paksa aplikasinya padahal saya ga pernah aktifin fitur aksesibilitas di hp saya. tetap aja keluar paksa juga. bca mobile nya juga BAPUK bgt, merah terus padahal jaringan stabil. ini lagi daftarin my bca aplikasinya juga bapuk
1;kecewa.palayanan di kcp cabang metro permata 1 karang tengah,ciledug tangerang.pelayanannya semakin memburuk mohon diperbaiki
1;RIBET BANGET REGULASINYA!!!! DI PERMUDAH NASABAHNYA KALO ADA SALAH2 PASWORD UNTUK PROSESNYA
1;gajelas, susah bgt mau login pas vermuk susah bgt gajelas !!!!
1;Daftar online aktivasi kartu atm ribet harus ke atm juga, kalo daftar online trus kartu atm bisa di kirim kenapa aktivasinya gk online juga? udah gitu mau daftar mbanking tanpa ada peringatan sebelumnya kata sandi salah 3 kali langsung di blok pas mau pake cara lupa password malah harus masukin no atm. udah tau belum aktivasi atm malah suruh masukin atm, super ribet pokonya
1;e wallet cuma ada 3, yg lain udah komplit disini ya gitu dehh gak jauh dari kata komplit. kekurangan sekali ketinggalan jaman
1;aplikasi nya susuah di buka
1;lemot lelet ga jelas, saya mau buka rekening dari pagi sampe malem masih blm diproses, mempersulit sekali
1;update mulu.. klo gak update gak bisa top up. flaazz aneh banget
1;versi update yang ini, setiap kali buka, langsung keluar, gak kayak versi sebelumnya. versi ini gK bisa d buka untuk chipset hp murah.
1;kok ga bs dibuka
1;diperangkat saya ini android 12 setelah update barusan buka aplikasi mybca sangat lemot dan sering force close, padahal sebelum update lancar2 saja. tolong segera diperbaiki.
1;ini kenapa aplikasi mybca lemot?, terus suka keluar sendiri dari aplikasi?, padahal baru di update loh.
1;setelah update terakhir ini jadi super lemot sekali, mau cek uang masuk aja butuh waktu 15 menit
1;aplikasi scam transfer valas ga masuk padahal nama dan no rekening benar status berhasil tapi uang tidak masuk
1;update bukannya tambah lancar malah tambah lemottt. di android 12 buka aplikasi saja sampai tidak merespon, tolong segera diperbaiki nanti saya ganti bintang nya !! jaringan data sudah sangat kenceng dan stabil sudah hapus chache juga tetep masih lemot aplikasi my BCA nya, payah yang jawab robot template !!
1;kenapa bnyak bnget pengeluaran di aplikasi BCA ini?? ya kalau 5-10 masih oke. lahh ini 50rb per pemasukan🥲 ngak worth it banget.!!!
1;"error, di-update malah apps tambah rusak...mohon segera diperbaiki karena membuat nasabah BCA setia bisa"" rush pindah ke bank lain"
1;update mulu gblok
1;minta di update tapi setelah di update lemotnya beratnya ga ada lawan udah hapus cache restart hp tetap lemot bank lain ga sedelay lemot ini. bikin darting .
1;abis di update malah gak bisa dipake
1;keseringan update jadi lemot
1;lemot parah beres di perbarui padahal
1;setelah update malah gk bisa ke buka
1;susah login
1;Setelah Update langsung Mybca tidak menanggapi terus dan begitu trus ini. ini tolong kl mau update di perhatikan dl sampe ada bug begini trus. tolong di update kembali biar bisa pake di hp mana pun..
1;Admin after pembaruan jadi ngelag sama lemottt. Kadang juga ada notif aplikasi My BCA tidak menanggapi. Tolong dipebaiki.
1;sebelum di-update gpp setelah di-update malah error bca gmn nih mau penggunaan m banking malah ruet
1;update terbaru nya malah berat dan ngelag
1;update yg terbaru hari ini sering ngelag. Susah dibuka aplikasi nya
1;versi baru jadi tambah lemot
1;sesudah update malah makin lemot
1;buruk
1;makin ksni makin gajelas abis di update menutup tiba tiba trus
1;update mulu
1;halo developer , mohon diperbaiki lagi . setelah di update malah lemot dan error.
1;aplikasi koclok..,lemotnya minta ampun...bukane membantu malah bikin emosi
1;lag banget keluar sendiri bnerin lah,cukup satu apk aja aslkn lancar,di update malh nambah penyakit
1;jd gbs dibuka. update mulu lah. pekok. keluar2 sndiri
1;alhamdulillah dari sekian banyaknya mbanking yg saya tau mybca yg paling ribet, tiba2 akun terblokir gk jelas , dan untuk membuka kembali tidak cukup hanya dengan verivikasi, tapi di bikin muter2 dulu sampek frustasi, mungkin demi keamanan ok lah, cuman ya menurut saya terlalu ribet dan ber belit2 prosesnya.
1;mohon bantuannya mybca saya kalou masuk berat keluar sendiri mohon segera di perbaiki
1;di Upgrade malah lemot
1;bintang 1 dulu sampai navigasi bagian bawah warna nya sinkron dengan app seperti di iphone.
1;Semenjak update terbaru kemarin malah jadi lemot lelet banget, padahal sebelumnya aman n bagus aplikasinya, udah banyak yang komplain masih aja jawabnya tidak ada kendala n normal, suruh pastikan sinyal, ini udah pakai wifi masih tetep sama aja lemot cuma khusus aplikasi my bca aja, kalau aplikasi lainnya normal semua, mohon segera diperbaiki untuk aplikasi my bca nya biar gak banyak bug n lelet kayak gini, terima kasih.
1;mohon solusinya setelah di update aplikasi sulit digunakan (selalu keluar)
1;makin kesini makin lemot di pake ini aplikasi
1;update versi malah eror trus ahh payah
1;menurut saya aplikasi BCA makin kesini makin tolol, makin aneh bukannya memudahkan malah jadi susah login segala macem
1;abis update mkin gila aplikasinya eror trs tidak menggapi. pdhl udh restart hp + restart apk + jaringan kenceng bgt. sehat2 deh lo
1;baru diupgrade malah lemot, malah jadi keblokir bca id gara2 angka password nya muncul nya lama bgd..dibenerin lagi coba..😔😔😔
1;jadi lelet setelah diperbaharui
1;ngeleg nya minta ampunnnnn emosi dibuatnya. kek mana org usaha pembayaran tapi aplikasi banking nya pulak kek siput
1;menyusahkan setelah update berat sekali app...keluar terus...payah
1;ngefresh kenapa nih aplikasi padahal sinyal bagus udh beberapa hari gitu trus,tulisannya aplikasi tidak menanggapi anda,gara gara update kah
1;ini apaan sudah lama bug masukan nomor malah pilihan Indonesia ga ada
1;dalam pilihan kode negara, tidak ada Indonesia
1;"setiap buka aplikasi psti ada tulisan ""My bca gagal dimulai beberapa kali pulihkan dengan mengosongkan riwayatnya"" smpe2 login lagi dan butuh pulsa lg. ini knpa sh aplikasi my bca"
1;knp lemot gini keluar sendiri terus
1;susah amat sih vermuk nya gabisa vermuk jdi daftar saya mentok di vermuk Lom ada solusi
1;kebanyakan update malah suka berhenti sendiri tidak ada respon
1;Setelah di Update malah semakin Lambat Ngalg banget males nagapain di update2 lah
1;baru instal 2 hari udah minta update,abis update aplikasi kayak keong,bukanya berat banget sampai terhenti sendiri, kacau nihupdatwnya ngebug.. tolong dibenahi padahal sblm update bagus aja lancar jaya
1;baru di update malah nge-bug nih jadi close app terus
1;fitur lain nya udah keren, tapi yang bikin gak puas n kesel itu fitur qrish nya lemot banget kaya siputt, mybca qrish lemoottt
1;"baru kali ini kecewa sama aplikasi my BCA pas ditawarin katanya fitur"" nya lebih lengkap dan canggih di banding BCA mobile mau pembayaran apapun bisa. sya mau pembayaran angsuran FIF group lewat mybca tidak bisa dan cs bilang blom support di aplikasi ini.🤦 Brati bukan lebih canggih dari BCA mobile donk KLO gtu😮‍💨"
1;Habis update malah lemot bgt dan selalu force close
1;setelah update jadi sering force close
1;kacau nih aplikasi susah dibukanya keluar terus gimana mau dipake transaksi klu aplikasinya susah dibukanya
1;aplikasi habis pembaharuan malah tambah error gak BS dipake ini KACAU,kirain lbh baik dr mbanking ternyata tambah parah....udh uninstall trus install ulang sama ja error nya
1;woi lah, ini aplikasi gimana dah login success tapi pas mau masukin no hp region code indonesia ngga ada lah. dah 2 hari ini gini terus
1;ah ..ribet a.
1;susah mau buka aplikasinya jaringan normal.bahaya klo ga ada kartu atm nya..ngandelin aplikasi doang mah.
1;kekurangan myBCA ini 1 susah nya untuk login akun yang sudah nomor tlp hilang, pas menambahkan nomor tidak ada kode negara Indonesia. jadi bikin malas mau ngurus nya
1;mohon maaf deplover kok ini apk nya tidak bisa di buka padahal sinyal ada stabil,tetapi pas di buka selalu malah ngebug terus
1;maaf kak kenapa saya tidak bisa verifikasinya langsung keluar (xiomi pad 2) tolong bantuannya segera sangat butuh
1;sumpah filtur buka mulut tolong hilangin gwa dah buka mulut sampe mangap² kemasukan nyamuk gak bisa2
1;Tolong donk. ini diapain Hpnya. Remi A3. tak bisa masuk ke MyBCA, Aksebilitas sudah Off semua. Buka Apk Langsung Mental gk bisa ke menu Login. Solusinya BCA?????
1;jadi lemot ajig semenjak update
1;Setelah Update tanggal 17 maret jd lemot sama muncul tulisan MyBCA isnt responding Force Close/ wait
1;seelah update my bca saya for close terus hp redmi a3
1;Ini kenapa sih ga bisa masuk², tgl 16 kemaren update malah aplikasinya jadi eror
1;ini kenapa apk saya keluar sendiri mulu ya atau mengalami lag tolong dong di perbaiki
1;udh 1 minggu ini lemot ngga bisa buka.. bikjn kesel
1;"kenapa habis update malah jd lemot n error Mulu, slalu muncul notif ""tutup aplikasi"".. tlg diperbaiki apps nya.."
1;sering muncul tidak ada tanggapan.
1;kecewa bgt 3hr aplikasi mybca ga bisa ke buka udh di instal udh di dowload ulang msh aja ga bisa kebuka2 😭
1;semenjak update jadi ngelag anjir lah
1;ini gmna setelah di update malah apk tidak mendukung
1;habis diperbarui kok malah susah dibuka ya gimana sih malah jadi eror ,sulit diakses, mengecewakan
1;gara2 update my bca saya JD tidak bisa terbuka
1;BCA suka blokir BCA ID
1;setelah update terakhir...kenapa jadi lemot sekali...setelah masuk aplikasi tiba2 keluar sendiri hingga harus login 5 x .....mohon petunjuknya saya skrg tidak dapat menggunakan aplikasi ini tidak dapat masuk...sering keluar lagi
1;habis update malah ga bisa d buka
1;aplikasi mobile payah ga seperti kaya yang lain..selalu minta otp pake pulsa padahal udah jaman internet IT BCA emang payah ga bisa buat aplikasi aman dan simple
1;suruh diupdate lagi, udh diupdate malah berat buat buka aplikasinya, parah.
1;mybca saya gangguan terus padahal sudah di update sllu saja aplikasi tidak menanggapi
1;setelah update malah jdi lemot
1;di saat mbanking lain gratis untuk otp,,,apk ini msh mnta plsa
1;bca cuma bisa bilang evaluasi evaluasi doang tentng aplikasi lemot padahal buka yg lain lancar...tpi mereka ga ada tindakan...cuma evaluasi doang kentut lah gitu doang balesanya..lu liat noh banyak yg komen jaringan stabil dan lu masih bilang suruh cek jaringan dan device ? buta lu ya ?
1;di perbarui malah lola di buka nya gimana si bukan nya makin cepet malah makin lemot gak jelas
1;Saya sgt kecewa dgn aplikasi apalagi 3 hari ini paling terasa. pas pula di momen hari libur begini transaksi lewat aplikasi ini terkendala. sya mau buka aplikasi slalu my BCA gak merespon.klo begini trus saya lebih baik kembali ke model BCA mobile
1;kode otp gak masuk Mulu, padahal pulsa banyak, ama paket masih banyak
1;gmana si aku narik di ATM bca di cabang cadas tangerang ada satu uang palsu 50 an kecewa berat
1;habis diupdate malah kluar mulu ga bisa dibuka
1;jadi nge lag semenjak di updtae
1;kenapa saya di wajibkan mengisi nomor luar negeri saat login? saya tidak bisa masuk ke menu utama hanya karena hal ini. sangat mengecewakan
1;saya udah lama make muBCA,,, tapi knpa skrng asal buka apk my BCA slalu keluar gak bisa masuk????
1;ini gimana dah kode OTP nya ga masuk masuk, udh resend sampe berkali kali juga gaada, pulsa banyak, internet juga lancar, apalagi?
